weight_class,winner,loser,method,round,time,notes,fight_card,event_name,link,weight
Heavyweight 120 kg,Anderson Braddock,Gordon Haupt,KO (Liver Kick),1,1:22,,Superfight Series,Glory 32: Virginia,https://en.wikipedia.org//wiki/2016_in_Glory,
Women's Super Bantamweight 595 kg,Funda Alkayis,Vanessa de Waele,Decision (Unanimous),3,3:00,Women's Super Bantamweight Grand Prix Reserve Match,Superfight Series,Glory 32: Virginia,https://en.wikipedia.org//wiki/2016_in_Glory,
Welterweight 77 kg,Francois Ambang,Michael Stevens,Decision (Unanimous),3,3:00,,Superfight Series,Glory 32: Virginia,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 65 kg,Giga Chikadze,Chris Mauceri,KO (Liver Kick),1,2:20,,Superfight Series,Glory 32: Virginia,https://en.wikipedia.org//wiki/2016_in_Glory,
Catchweight 90 kg,Cedric Smith,Roger Corbin,Decision (Unanimous),3,3:00,,Superfight Series,Glory 32: Virginia,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Rico Verhoeven (c),Anderson Braddock,TKO (3 Knockdowns),2,2:57,For the Glory Heavyweight Championship,Main card,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 65 kg,Matt Embree,Giga Chikadze,TKO (Punch),2,1:28,Featherweight Contender Tournament Final,Main card,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Guto Inocente,Hesdy Gerges,Decision (Split),3,3:00,,Main card,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 65 kg,Matt Embree,Lim Chi-bin,TKO (2 Knockdowns),2,3:00,Featherweight Contender Tournament Semi-Finals,Main card,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 65 kg,Giga Chikadze,Serhiy Adamchuk,Decision (Split),3,3:00,Featherweight Contender Tournament Semi-Finals,Main card,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Middleweight 85 kg,Jason Wilnis,Simon Marcus (c),TKO (Referee Stoppage),3,1:14,For the Glory Middleweight Championship,Superfight Series,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Chi Lewis-Parry,Anthony McDonald,TKO (referee stoppage),2,3:00,,Superfight Series,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Women's Super Bantamweight 55 kg,Jessica Gladstone,Daniela Graf,Decision (Majority),3,3:00,Women's Super Bantamweight Grand Prix Quarter Final,Superfight Series,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Welterweight 77 kg,Francois Ambang,Daniel Morales,Decision (Unanimous),3,3:00,,Superfight Series,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Catchweight 63.5 kg,Kevin Vannostrand,David Moore,TKO (Referee Stoppage),2,0:35,,Superfight Series,Glory 33: New Jersey,https://en.wikipedia.org//wiki/2016_in_Glory,
Welterweight 77 kg,Nieky Holzken (c),Murthel Groenhart,Decision (Unanimous),5,3:00,For the Glory Welterweight Championship,Main card,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Middleweight 85 kg,Israel Adesanya,Yousri Belgaroui,Decision (Split),3,3:00,Middleweight Contender Tournament Final,Main card,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Middleweight 85 kg,Simon Marcus,Dustin Jacoby,TKO (Injury),2,0:01,,Main card,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Middleweight 85 kg,Israel Adesanya,Robert Thomas,Decision (Unanimous),3,3:00,Middleweight Contender Tournament Semi-Finals,Main card,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Middleweight 85 kg,Yousri Belgaroui,Ariel Machado,Decision (Unanimous),3,3:00,Middleweight Contender Tournament Semi-Finals,Main card,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 66 kg,Robin van Roosmalen,Gabriel Varga (c),TKO (Corner Stoppage),4,3:00,For the Glory Featherweight Championship,Superfight Series,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Light Heavyweight 95 kg,Saulo Cavalari,Brian Douwes,Decision (Unanimous),3,3:00,,Superfight Series,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Welterweight 77 kg,Thongchai Sitsongpeenong,Casey Greene,KO (Punch),2,2:58,,Superfight Series,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Welterweight 77 kg,Richard Abraham,Mike Mathetha,Decision (Unanimous),3,3:00,,Superfight Series,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 65 kg,Juston Houghton,Jonathon Wyderko,Decision (Split),3,3:00,,Superfight Series,Glory 34: Denver,https://en.wikipedia.org//wiki/2016_in_Glory,
Light Heavyweight 95 kg,Artem Vakhitov (c),Zack Mwekassa (ic),TKO (3 Knockdowns),2,2:23,For the Unification of the Glory Light Heavyweight Championship,Main card,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Benjamin Adegbuyi,Mladen Brestovac,Decision (Unanimous),3,3:00,Heavyweight Contender Tournament Final,Main card,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Light Heavyweight 95 kg,Pavel Zhuravlev,Zinedine Hameur-Lain,TKO (Punches),1,1:58,,Main card,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Mladen Brestovac,Jahfarr Wilnis,TKO (Head Kick),1,2:06,Heavyweight Contender Tournament Semi-Finals,Main card,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Benjamin Adegbuyi,Hesdy Gerges,Decision (Unanimous),3,3:00,Heavyweight Contender Tournament Semi-Finals,Main card,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Nicolas Wamba,Nordine Mahieddine,Decision (Unanimous),3,3:00,,Superfight Series,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Welterweight 77 kg,Karim Benmansour,Eyevan Danenberg,Decision (Split),3,3:00,,Superfight Series,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Women's Super Bantamweight 55 kg,Amel Dehby,Ji-Waen Lee,Decision (Unanimous),3,3:00,Women's Super Bantamweight Grand Prix Quarter Final,Superfight Series,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Lightweight 70 kg,Christian Baya,Josh Jauncey,Decision (Majority),3,3:00,,Superfight Series,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 65 kg,Petpanomrung Kiatmuu9,Stanislav Reniță,Decision (Unanimous),3,3:00,,Superfight Series,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 65 kg,Cedric Castagna,Vang Moua,Decision (Unanimous),3,3:00,,Superfight Series,Glory 35: Nice,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Rico Verhoeven,Badr Hari,TKO (Arm Injury),2,1:22,,Main card,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Welterweight 77 kg,Cédric Doumbé,Nieky Holzken (c),Decision (Split),5,3:00,For the Glory Welterweight Championship,Main card,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 120 kg,Jamal Ben Saddik,Ismael Londt,Decision (Unanimous),3,3:00,,Main card,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Women's Super Bantamweight 55 kg,Tiffany van Soest,Amel Dehby,Decision (Unanimous),3,3:00,Women's Super Bantamweight Grand Prix Final,Main card,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Lightweight 70 kg,Sitthichai Sitsongpeenong (c),Marat Grigorian,Decision (Split),5,3:00,For the Glory Lightweight Championship,Glory 36: Oberhausen,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Lightweight 70 kg,Dylan Salvador,Hysni Beqiri,Decision (Unanimous),3,3:00,Lightweight Contender Tournament Final,Glory 36: Oberhausen,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Featherweight 65 kg,Fabio Pinca,Mosab Amrani,Decision (Split),3,3:00,,Glory 36: Oberhausen,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Lightweight 70 kg,Hysni Beqiri,Antonio Gomez,Decision (Unanimous),3,3:00,Lightweight Contender Tournament Semi-Finals,Glory 36: Oberhausen,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Lightweight 70 kg,Dylan Salvador,Anatoly Moiseev,Decision (Majority),3,3:00,Lightweight Contender Tournament Semi-Finals,Glory 36: Oberhausen,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Light Heavyweight 95 kg,Michael Duut,Danyo Ilunga,Decision (Extra Round),4,3:00,,Superfight Series,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Welterweight 77 kg,Harut Grigorian,Danijel Solaja,TKO (Punches),1,1:01,,Superfight Series,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Women's Super Bantamweight 55 kg,Amel Dehby,Isis Verbeek,Decision (Unanimous),3,3:00,Women's Super Bantamweight Grand Prix Semi Final,Superfight Series,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Women's Super Bantamweight 55 kg,Tiffany van Soest,Jessica Gladstone,Decision (Unanimous),3,3:00,Women's Super Bantamweight Grand Prix Semi Final,Superfight Series,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Lightweight 70 kg,Tyjani Beztati,Andrej Brühl,Decision (Unanimous),3,3:00,,Superfight Series,Glory 36: Oberhausen,https://en.wikipedia.org//wiki/2016_in_Glory,
Heavyweight 95+ kg,Levi Rigters,Jamal Ben Saddik,Cancelled,,,,Main card,Glory 80,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Arkadiusz Wrzosek,Badr Hari,Draw,2,3:00,"Fight cancelled after riots broke out during the fight, later ruled a Draw",Main card,Glory 80,https://en.wikipedia.org//wiki/2022_in_Glory,
Super Bantamweight 55 kg,Tiffany van Soest (c),Manazo Kobayashi,TKO (Maximum Knockdowns),5,2:56,For the Glory Women's Super Bantamweight Championship,Main card,Glory 80,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Guerric Billet,Nordin Ben Moh,Decision (Unanimous),3,3:00,,Main card,Glory 80,https://en.wikipedia.org//wiki/2022_in_Glory,
Middleweight 85 kg,Serkan Ozcaglayan,Ertugrul Bayrak,Decision (Unanimous),3,3:00,,Main card,Glory 80,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Jay Overmeer,Jos van Belzen,TKO (3 knockdowns),2,2:47,,Preliminary card,Glory 80,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Tyjani Beztati (c),Josh Jauncey,TKO (3 Knockdowns),2,2:25,For the Glory Lightweight Championship,Main card,Glory 80 Studio,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Antonio Plazibat,Tarik Khbabez,KO (Punch),3,0:51,,Main card,Glory 80 Studio,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Tariq Osaro,Rhys Brudenell,TKO (Punches),3,0:29,,Main card,Glory 80 Studio,https://en.wikipedia.org//wiki/2022_in_Glory,
Light Heavyweight 95 kg,Luis Tavares,Florent Kaouachi,KO (Left hook),3,0:27,Tavares tested positive for one prohibited substance.[16],Main card,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Light Heavyweight 95 kg,Ibrahim El Bouni,Clyde Brunswijk,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Regilio van den Ent,Joe Johnson,KO (Liver punch),1,1:35,,Main card,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Martin Terpstra,Muhammed Balli,TKO (Leg injury),2,0:25,,Main card,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Jay Overmeer,Rodrigo Mineiro,KO (Knee),2,0:55,,Main card,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Younes Smaili,Conan Saelens,Decision (Unanimous),3,3:00,,Enfusion 108,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Salah Hitou,Yannick van Vliet,Decision (Unanimous),3,3:00,,Enfusion 108,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Light Heavyweight 95 kg,Steven van den Broek,Raymon Bonte,KO (Spinning Back Kick),1,2:11,,Enfusion 108,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Bantamweight 61 kg,Youssef Madi,Adil Bougzir,KO (Flying Knee),2,`0:54,,Enfusion 108,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Ismael Ouzgni,Jimmy van Kuijeren,Decision (Unanimous),3,3:00,,Enfusion 108,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Bantamweight 61 kg,Robin GilleBaard,Diego Barbosa,KO (Punch to The Body),1,1:07,,Enfusion Talents 91,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Bantamweight 61 kg,Bas Willemse,Marouane Elkass,Decision (Unanimous),3,3:00,,Enfusion Talents 91,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Bantamweight 61 kg,Bilal el Alaoui,Renato Goman,TKO (3 Knockdowns),1,3:00,,Enfusion Talents 91,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Zidane el Biali,Bjorn Peetoom,Decision (Unanimous),3,3:00,,Enfusion Talents 91,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Featherweight 65 kg,Levi Thompson,Gilvan Gomez,Decision (Unanimous),3,3:00,,Enfusion Talents 91,Glory Rivals 1,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Jamal Ben Saddik,Benjamin Adegbuyi,No Contest (overturned),1,2:34,Originally a KO win for Ben Saddik; overturned after he tested positive for at least one prohibited substance.[22],Main card,Glory 81: Ben Saddik vs. Adegbuyi 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Middleweight 85 kg,Donovan Wisse (c),Juri De Sousa,Decision (Unanimous),5,3:00,For the Glory Middleweight Championship,Main card,Glory 81: Ben Saddik vs. Adegbuyi 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Cihad Kepenek,Nordine Mahieddine,KO (Punch),1,2:52,,Main card,Glory 81: Ben Saddik vs. Adegbuyi 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Chihk Mousa,Rafik Habiat,KO (Punch),1,3:00,,Main card,Glory 81: Ben Saddik vs. Adegbuyi 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Stoyan Koprivlenski,Guerric Billet,Decision (Unanimous),3,3:00,,Main card,Glory 81: Ben Saddik vs. Adegbuyi 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Featherweight 65 kg,Dennis Wosik,Naoki,Decision (Unanimous),3,3:00,,Main card,Glory 81: Ben Saddik vs. Adegbuyi 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Middleweight 85 kg,Michael Boapeah,Florian Kröger,Decision (Unanimous),3,3:00,,Preliminary card,Glory 81: Ben Saddik vs. Adegbuyi 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Chris Wunn,Ilias Darrazi,Decision (Unanimous),3,3:00,,Preliminary card,Glory 81: Ben Saddik vs. Adegbuyi 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Endy Semeleer,Shkodran Veseli,KO (Right hook),3,1:05,,Main card,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Light heavyweight 93 kg,Ibrahim El Bouni,Badr Ferdaous,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Jos van Belzen,Regilio van den Ent,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Light heavyweight 93 kg,Clyde Brunswijk,Muhammed Balli,KO (Knee to the body),2,2:35,,Main card,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Franck Rubanguka,Jimmy van Kuijeren,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Martin Terpstra,Nidal Bchiri,KO (Right hook),3,0:33,For the vacant Enfusion Heavyweight World Championship,Enfusion 110,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Amier Abdulahad,Conan Saelens,Decision (Unanimous),3,3:00,,Enfusion 110,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Bantamweight 61 kg,Muhammed Simsek,Saber Tabi,TKO (Three knockdowns),1,2:28,,Enfusion 110,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Bantamweight 61 kg,Rida Bellahcen,Ilias Banniss,Decision (Unanimous),3,3:00,,Enfusion 110,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
W.Flyweight 57 kg,Nina van Dalum,Helene Connart (c),Decision (Unanimous),5,2:00,For the Enfusion Women's Flyweight World Championship,Enfusion 110,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
W.Strawweight 52 kg,Tessa de Kom,Suhailey Albertus,Decision (Unanimous),5,2:00,For the vacant Enfusion Women's Strawweight World Championship,Enfusion Talents 93,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Featherweight 65 kg,Jess van Hunen,Tariq Mannan,Decision (Unanimous),3,3:00,,Enfusion Talents 93,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
W.Flyweight 57 kg,Sarel de Jong,Sofia Oliveira,Decision (Unanimous),3,3:00,,Enfusion Talents 93,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Milton Dokman,Bilal el Alaoui,TKO (Doctor stoppage),2,1:09,,Enfusion Talents 93,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Middleweight 85 kg,Robbie Kappetijn,Szymon Nawotka,Decision (Unanimous),3,3:00,,Enfusion Talents 93,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Ayoub Bourass,Chergel Daal,,,,,Prelims,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
W.Lightweight 70 kg,Selma el Hassouni,Gina Weerdenburg,,,,,Prelims,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Guiilaume Pinas,Jerome Trappenburg,,,,,Prelims,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Zeceria Musa,Mohammed Ali Addi,,,,,Prelims,Glory Rivals 2,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Alistair Overeem,Badr Hari,No Contest (overturned),3,3:00,Originally a decision win for Overeem. Later changed to a No Contest after he tested positive for performance-enhancing drugs.[34],Main card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Super Bantamweight 55 kg,Tiffany van Soest (c),Sarah Moussaddak,Decision (Unanimous),5,3:00,For the Glory Women's Super Bantamweight Championship,Main card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Light Heavyweight 95 kg,Sergej Maslobojev,Tarik Khbabez,Decision (Split),5,3:00,For the vacant Glory Light Heavyweight Championship,Main card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Tyjani Beztati (c),Stoyan Koprivlenski,Decision (Split),5,3:00,For the Glory Lightweight Championship,Main card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Featherweight 66 kg,Petpanomrung Kiatmuu9 (c),Abraham Vidales,Decision (Unanimous),5,3:00,For the Glory Featherweight Championship,Main card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Levi Rigters,Tariq Osaro,Decision (Unanimous),3,3:00,,Main card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Middleweight 85 kg,César Almeida,Serkan Ozcaglayan,Decision (Unanimous),3,3:00,,Preliminary card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Light Heavyweight 95 kg,Donegi Abena,Felipe Micheletti,Decision (Unanimous),3,3:00,,Preliminary card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Middleweight 85 kg,Sergej Braun,Michael Boapeah,Decision (Majority),3,3:00,,Preliminary card,Glory: Collision 4,https://en.wikipedia.org//wiki/2022_in_Glory,
Light Heavyweight 95 kg,Ibrahim El Bouni,Muhammed Balli,KO (Punch),1,2:03,,Main card,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Jay Overmeer,Robin Ciric,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Tariq Osaro,Abderrahman Barkouch,KO (Punches),3,2:10,,Main card,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Nordin Ben Moh,Kyle Todd,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Featherweight 65 kg,Deniz Demirkapu,Matěj Trčka,TKO (Leg Kicks),1,1:50,,Main card,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Mohamed Touchassie,Dominik Bereczki,KO (Knee to the body),3,2:10,,Enfusion 114,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 70 kg,Ilias Zouggary,Artur Derksen,TKO (Three knockdowns),2,2:08,,Enfusion 114,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Karim el Amri,Khalid el Moukadam,KO (Head kick),2,0:24,,Enfusion 114,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Flyweight 57 kg,Dina Ghabri,Bairaktari,TKO (Referee stoppage),1,2:32,,Enfusion 114,Glory Rivals 3,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Antonio Plazibat,Raul Cătinaș,KO (Punches),1,1:40,,Main card,Glory 82,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Endy Semeleer,Alim Nabiev,Decision (Split),5,3:00,For the vacant Glory Welterweight Championship,Main card,Glory 82,https://en.wikipedia.org//wiki/2022_in_Glory,
Welterweight 77 kg,Joilton Lutterbach,Mark Trijsburg,KO (Punches),2,0:28,,Main card,Glory 82,https://en.wikipedia.org//wiki/2022_in_Glory,
Lightweight 71 kg,Cihad Akipa,Itay Gershon,Decision (Split),3,3:00,,Main card,Glory 82,https://en.wikipedia.org//wiki/2022_in_Glory,
Heavyweight 95+ kg,Jahfarr Wilnis,Michał Bławdziewicz,Decision (Unanimous),3,3:00,,Main card,Glory 82,https://en.wikipedia.org//wiki/2022_in_Glory,
Middleweight 85 kg,Serkan Ozcaglayan,Juri de Sousa,TKO (Max Knockdowns),3,2:19,,Main card,Glory 82,https://en.wikipedia.org//wiki/2022_in_Glory,
Featherweight 65 kg,Dennis Wosik,Mohamed El Mesbahi,Decision (Unanimous),3,3:00,,Prelims,Glory 82,https://en.wikipedia.org//wiki/2022_in_Glory,
Featherweight 65 kg,Ahmad Chikh Mousa,Mohamed El Hammouti,Decision (Unanimous),3,3:00,,Prelims,Glory 82,https://en.wikipedia.org//wiki/2022_in_Glory,
,Kento Haraguchi,Serhiy Adamchuk,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Featherweight 65 kg
,Kaito,Stoyan Koprivlenski,Decision (Split),3,3:00,,Main card,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Lightweight 70 kg
,Petpanomrung Kiatmuu9,Kosei Yamada,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Featherweight 65 kg
,Taiju Shiratori,Ilias Banniss,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Featherweight 65 kg
,Chadd Collins,Hiroki Kasahara,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 63.5 kg
,Tessa De Kom,Manazo Kobayashi,Decision (Unanimous),3,3:00,,Main card,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,W.Strawweight 52 kg
,Shiro,Masahiko Suzuki,Decision (Majority),3,3:00,,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 55 kg
,Yuki Kasahara,Yusaku Ishizuki,Decision (Unanimous),3,3:00,,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 61 kg
,Koyuki Miyazaki,Misaki,Decision (Majority),3,3:00,,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 46 kg
,Koki Osaki,Seiki Ueyama,Decision (Unanimous),3,3:00,SHOOTBOXING Rules. Ueyama missed weight by 1.5kg.  He was deducted 2 points and had to wear bigger gloves.,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 55 kg
,Kyo Kawakami,Haruto Yasumoto,Ext.R Decision (Majority),4,3:00,SHOOTBOXING Rules,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 57.5 kg
,Keisuke Monguchi,Kotaro Yamada,Decision (Unanimous),3,3:00,SHOOTBOXING Rules,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 57.5 kg
,Kenta Nanbara,Yuki Sakamoto,TKO (Doctor stoppage),3,1:02,SHOOTBOXING Rules,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Light Heavyweight 95 kg
,Shuto Sato,Tsubasa Kaneko,TKO (3 Knockdowns),1,,SHOOTBOXING Rules,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 53 kg
,Koyata Yamada,Shoa Arii,KO (Right cross),2,1:21,,RISE World Series / SHOOTBOXING-Kings 2022,Glory Rivals 4,https://en.wikipedia.org//wiki/2022_in_Glory,Catchweight 55 kg
