weight_class,winner,loser,method,round,time,notes,fight_card,event_name,link
Welterweight,Chris Gonzalez,Charlie Radtke,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (Paramount Network.com),Bellator 221,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Chris Lencioni,Adil Benjilany,Submission (triangle choke),1,4:55,,Preliminary card (Paramount Network.com),Bellator 221,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Heavyweight,Jason Belyew,Dave Latoria,No Contest (accidental groin kick),1,,,Preliminary card (Paramount Network.com),Bellator 221,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Flyweight,Jesse Bazzi,Joey Diehl,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (Paramount Network.com),Bellator 221,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Josh Streacker,Scott Writz,KO (punches),2,3:33,,Preliminary card (Paramount Network.com),Bellator 221,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Rory MacDonald (c),Neiman Gracie,"Decision (unanimous) (49–46, 48–47, 48–47)",5,5:00,[a],Main card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Light Heavyweight,Lyoto Machida,Chael Sonnen,TKO (flying knee and punches),2,0:22,,Main card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (175 lb),Dillon Danis,Max Humphrey,Submission (armbar),1,4:28,,Main card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Bantamweight,Patchy Mix,Ricky Bandejas,Submission (rear-naked choke),1,1:06,,Main card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Juan Archuleta,Eduardo Dantas,KO (punch),2,4:59,,Main card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Bantamweight,Kyoji Horiguchi,Darrion Caldwell (c),"Decision (unanimous) (48–47, 49–46, 49–46)",5,5:00,[b],Main card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Flyweight,Brandon Polcare,Brandon Medina,Submission (guillotine choke),1,4:33,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (165 lb),Kastriot Xhema,Whitney Francois,TKO (punches),2,3:17,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,John Beneduce,Kenny Rivera,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (128 lb),Taylor Turner,Heather Hardy,TKO (punches),1,3:53,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Ádám Borics,Aaron Pico,KO (flying knee and punches),2,3:55,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Flyweight,Valerie Loureda,Larkyn Dasch,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (112 lb),Lindsey VanZandt,Rena Kubota,Technical Submission (rear-naked choke),1,4:04,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (180 lb),Haim Gozali,Gustavo Wurlitzer,Submission (triangle choke),1,4:02,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Bantamweight,Mike Kimbel,Sebastian Ruiz,"Decision (split) (28–29, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Robson Gracie Jr.,Oscar Vera,Submission (armbar),1,3:15,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Marcus Surin,Nekruz Mirkhojaev,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Phil Hawes,Michael Wilcox,TKO (doctor stoppage),1,5:00,,Preliminary card,Bellator 222,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Rafael Lovato Jr.,Gegard Mousasi (c),"Decision (majority) (47–47, 48–47, 48–47)",5,5:00,[a],Main card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Light Heavyweight,Melvin Manhoef,Kent Kauppinen,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (160 lb),Aaron Chalmers,Fred Freeman,Submission (triangle choke),2,4:05,,Main card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Paul Daley,Erick Silva,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,,Bellator 223 card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (140 lb),James Gallagher,Jeremiah Labiano,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Bellator 223 card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Fabian Edwards,Jonathan Bosuku,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Bellator 223 card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Flyweight,Denise Kielholtz,Bryony Tyrell,TKO (punches),3,2:48,,Bellator 223 card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Costello van Steenis,Mike Shipman,KO (punches),2,1:34,,Bellator 223 card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Charlie Ward,Justin Moore,TKO (punches),2,3:23,,Bellator 223 card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Charlie Leary,Chris Bungard,"Decision (unanimous) (30–25, 30–25, 30–25)",3,5:00,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Flyweight,Kate Jackson,Lena Ovchynnikova,TKO (doctor stoppage),1,4:20,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (161 lb),Terry Brazier,Alessandro Botti,Submission (americana),3,2:17,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Luke Ord,Nathan Rose,"Decision (unanimous) (29–27, 29–28, 30–25)",3,5:00,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Alfie Davis,Jorge Kanella,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Justin Burlinson,Wendle Lewis,TKO (verbal submission due to knee injury),1,0:09,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Galore Bofando,Keith McCabe,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Kevin Fryer,John Redmond,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Bantamweight,Frans Mlambo,Nathan Greyson,Submission (D'Arce choke),2,4:22,,Bellator 223 Preliminary card,Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Oliver Enkamp,Walter Gahadza,Submission (rear-naked choke),1,4:54,,Postliminary card (Dark),Bellator 223,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Featherweight,Julia Budd (c),Olga Rubin,TKO (body kick and punches),1,2:14,[a],Main card,Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (190 lb),Rafael Carvalho,Chidi Njokuani,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main card,Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Flyweight,Juliana Velasquez,Kristina Williams,TKO (punches),2,4:03,,Main card,Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Ed Ruth,Kiichi Kunimoto,TKO (knee and punches),2,3:49,,Main card,Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Nainoa Dung,Bradley Robison,"Decision (unanimous) (28–27, 28–27, 28–27)",3,5:00,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Gabriel Varga,Jamese Taylor,TKO (punches),2,3:23,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (165 lb),Mike Jackson,Kiefer Crosbie,DQ (illegal knee),1,1:46,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Featherweight,Leslie Smith,Sinead Kavanagh,"Decision (majority) (28–28, 29–28, 29–28)",3,5:00,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Light Heavyweight,Jordan Young,Joel Bauman,Submission (triangle choke),1,3:20,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Featherweight,Arlene Blencowe,Amanda Bell,KO (punches),1,0:22,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (190 lb),Will Fleury,Antonio Jones,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,AJ Agazarm,Jacob Landin,Submission (rear-naked choke),1,4:21,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Light Heavyweight,Christian Edwards,Justin Vargas,TKO (punches and elbows),1,0:54,,Preliminary card (Bellator.com and Bellator App),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Lucas Brennan,Thomas Lopez,Submission (rear-naked choke),1,3:02,,Postliminary card (Bellator App and DAZN),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Flyweight,Bruna Ellen,Elina Kallionidou,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,,Postliminary card (Bellator App and DAZN),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Joseph Holmes,Kona Oliveira,Submission (rear-naked choke),2,2:41,,Postliminary card (Bellator App and DAZN),Bellator 224,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Heavyweight,Sergei Kharitonov,Matt Mitrione,TKO (knee and punches),2,1:24,,Main card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Heavyweight,Vitaly Minakov,Timothy Johnson,KO (punches),1,1:45,,Main card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Bantamweight,Alejandra Lara,Taylor Turner,TKO (punches),1,3:44,,Main card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (175 lb),Yaroslav Amosov,David Rickels,Submission (D'Arce choke),2,4:05,,Main card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Heavyweight,Tyrell Fortune,Rudy Schaffroth,Submission (rear-naked choke),2,2:08,,Main card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Nick Newell,Corey Browning,Submission (arm-triangle choke),1,3:15,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (165 lb),Connor Dixon,Kastriot Xhema,Submission (armbar),3,2:08,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (175 lb),Jon Manley,Thiago Rela,Submission (rear-naked choke),3,4:47,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (140 lb),Chris Disonell,Mike Kimbel,TKO (punches),1,4:54,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Bantamweight,Ricky Bandejas,Ahmet Kayretli,KO (punches),1,1:21,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Austin Vanderford,Joseph Creer,TKO (doctor stoppage),2,5:00,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Sabah Homasi,Micah Terrill,KO (punch),1,0:17,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (165 lb),Aviv Gozali,Eduard Muravitsky,Submission (heel hook),1,0:11,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Khonry Gracie,Oscar Vera,Submission (armbar),1,2:50,,Preliminary card,Bellator 225,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Heavyweight,Ryan Bader (c),Cheick Kongo,No Contest (accidental eye poke),1,3:52,[a],Main card,Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Derek Campos,Daniel Straus,"Decision (unanimous) (30-26, 30-25, 30-25)",3,5:00,[b],Main card,Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Ádám Borics,Pat Curran,TKO (punches),2,4:59,[c],Main card,Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Pedro Carvalho,Sam Sicilia,Submission (neck crank),2,1:56,[d],Main card,Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Emmanuel Sanchez,Tywan Claxton,Submission (triangle choke),2,4:11,[e],Main card,Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Daniel Carey,Gaston Bolanos,Technical Submission (guillotine choke),1,4:19,,Main card,Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,John Teixeira,Ashleigh Grimshaw,TKO (corner stoppage),2,5:00,,Preliminary card (Bellator App),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Adam Piccolotti,Jacob Smith,Submission (rear-naked choke),2,2:34,,Preliminary card (Bellator App),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Featherweight,Jessica Borga,Amber Leibrock,Submission (armbar),1,4:45,,Preliminary card (Bellator App),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Bantamweight,Cass Bell,Isaiah Rocha,Submission (guillotine choke),1,1:21,,Preliminary card (Bellator App),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Batsumberel Dagvadorj,James Terry,Submission (bulldog choke),1,2:43,,Preliminary card (Bellator App),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Renato Alves,Abraham Vaesau,Submission (rear-naked choke),3,3:36,,Preliminary card (Bellator App),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Hyder Amil,Ignacio Ortiz,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,,Preliminary card (Bellator App),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Chris Gonzalez,Luis Vargas,"Decision (unanimous) (30-27, 30-26. 30-25)",3,5:00,,Preliminary card (Bellator App),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Ivan Batinich,Daniel Compton,Submission (rear-naked choke),2,4:33,,Postliminary card (Bellator App/DAZN),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (180 lb),Tyson Miller,Albert Gonzalez,TKO (injury),1,1:18,,Postliminary card (Bellator App/DAZN),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Alan Benson,Favian Gutierrez,"Decision (split) (28-29, 29-28, 29-28)",3,5:00,,Postliminary card (Bellator App/DAZN),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (140 lb),Peter Ishiguro,Elias Anderson,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,,Postliminary card (Bellator App/DAZN),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Flyweight,Daniel Gonzalez,Jonathan Adams,TKO (submission due to strikes),2,4:56,,Postliminary card (Bellator App/DAZN),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Cornelius Savage,Evan Gubera,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,,Postliminary card (Bellator App/DAZN),Bellator 226,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,James Gallagher,Roman Salazar,Submission (guillotine choke),1,0:35,,Main card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Strawweight,Danni Neilan,Camila Rivarola,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,,Main card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Michael Page,Richard Kiely,KO (flying knee),1,2:47,,Main card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Peter Queally,Ryan Scope,TKO (punches),2,3:07,,Main card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Benson Henderson,Myles Jury,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,,Bellator 227 card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Catchweight (160 lb),Kiefer Crosbie,Hugo Pereira,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,,Bellator 227 card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Middleweight,Norbert Novenyi,Will Fleury,"Decision (unanimous) (30-26, 30-26, 30-27)",3,5:00,,Bellator 227 card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Women's Featherweight,Leah McCourt,Kerry Hughes,Technical Submission (rear-naked choke),1,2:14,,Bellator 227 card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Bantamweight,Frans Mlambo,Dominique Wooding,"Decision (unanimous) (30-27, 30-27, 30-28)",3,5:00,,Bellator 227 card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Richie Smullen,Sean Tobin,Technical Submission (rear-naked choke),1,2:43,,Bellator 227 Preliminary card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Lightweight,Ryan Roddy,Patrik Pietilla,"Decision (unanimous) (29-27, 29-27, 29-27)",3,5:00,,Bellator 227 Preliminary card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Ilias Bulaid,Vitalic Maiboroda,KO (knee),1,4:59,,Bellator 227 Preliminary card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Light Heavyweight,Karl Moore,Lee Chadwick,"Decision (split) (30-27, 28-29, 29-28)",3,5:00,,Bellator 227 Preliminary card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Philip Mulpeter,Keith McCabe,"Decision (split) (27-30, 29-28, 29_28)",3,5:00,,Bellator 227 Preliminary card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Flyweight,Jacob Hadley,Blaine O'Driscoll,Submission (rear-naked choke),3,3:14,,Bellator 227 Preliminary card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Featherweight,Dylan Logan,Adam Gustab,Submission (triangle choke),2,2:14,,Bellator 227 Preliminary card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
Welterweight,Constantin Gnusariev,Ian Coughlan,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,,Bellator 227 Preliminary card,Bellator Dublin/Bellator 227,https://en.wikipedia.org//wiki/Bellator_MMA_in_2019
